都道府県,市区町村,実数,推定数,推定２（人口按分）
長崎県,時津町,0,0,3
長崎県,西海市,0,0,3
長崎県,壱岐市,0,0,3
長崎県,松浦市,0,0,1
長崎県,新上五島町,0,0,1
長崎県,波佐見町,0,0,1
長崎県,川棚町,0,0,1
長崎県,佐々町,1,2,3
長崎県,東彼杵町,0,0,0
長崎県,小値賀町,0,0,0
熊本県,熊本市,30,110,105
熊本県,八代市,1,10,16
熊本県,天草市,3,17,13
熊本県,玉名市,0,0,8
熊本県,宇城市,0,0,7
熊本県,合志市,1,10,7
熊本県,荒尾市,1,10,7
熊本県,山鹿市,3,28,9
熊本県,菊池市,0,0,4
熊本県,菊陽町,0,0,4
熊本県,宇土市,0,0,4
熊本県,人吉市,0,0,3
熊本県,益城町,0,0,3
熊本県,大津町,1,10,6
熊本県,阿蘇市,2,18,6
熊本県,上天草市,1,10,4
熊本県,水俣市,0,0,3
熊本県,芦北町,0,0,1
熊本県,御船町,0,0,1
熊本県,長洲町,0,0,1
熊本県,あさぎり町,0,0,1
熊本県,山都町,0,0,1
熊本県,氷川町,0,0,1
熊本県,南阿蘇村,0,0,1
熊本県,錦町,0,0,1
熊本県,甲佐町,0,0,1
熊本県,美里町,0,0,1
熊本県,和水町,0,0,1
熊本県,多良木町,0,0,1
熊本県,南関町,0,0,1
熊本県,嘉島町,0,0,1
熊本県,苓北町,0,0,0
熊本県,小国町,0,0,0
熊本県,西原村,0,0,0
熊本県,高森町,0,0,0
熊本県,玉東町,0,0,0
熊本県,津奈木町,0,0,0
熊本県,相良村,1,10,1
熊本県,南小国町,0,0,0
熊本県,湯前町,0,0,0
熊本県,球磨村,0,0,0
熊本県,山江村,0,0,0
熊本県,水上村,0,0,0
熊本県,産山村,0,0,0
熊本県,五木村,0,0,0
大分県,大分市,33,80,51
大分県,別府市,8,31,22
大分県,中津市,0,0,7
大分県,佐伯市,0,0,6
大分県,日田市,0,0,6
大分県,宇佐市,0,0,4
大分県,臼杵市,0,0,3
大分県,豊後大野市,0,0,3
大分県,由布市,1,3,4
大分県,杵築市,0,0,3
大分県,国東市,0,0,1
大分県,日出町,0,0,3
大分県,豊後高田市,0,0,1
大分県,竹田市,0,0,1
大分県,津久見市,0,0,1
大分県,玖珠町,0,0,0
大分県,九重町,0,0,0
大分県,姫島村,2,7,3
宮崎県,宮崎市,6,58,54
宮崎県,都城市,2,25,25
宮崎県,延岡市,1,19,18
宮崎県,日向市,0,0,6
宮崎県,日南市,0,0,6
宮崎県,小林市,0,0,4
宮崎県,西都市,0,0,3
宮崎県,三股町,0,0,3
宮崎県,高鍋町,0,0,3
宮崎県,国富町,0,0,1
宮崎県,えびの市,0,0,1
宮崎県,串間市,0,0,1
宮崎県,門川町,0,0,1
宮崎県,新富町,0,0,1
宮崎県,川南町,0,0,1
宮崎県,高千穂町,2,37,4
宮崎県,都農町,0,0,1
宮崎県,高原町,0,0,1
宮崎県,綾町,0,0,1
宮崎県,美郷町,0,0,0
宮崎県,木城町,0,0,0
宮崎県,日之影町,0,0,0
宮崎県,五ヶ瀬町,0,0,0
宮崎県,椎葉村,0,0,0
宮崎県,諸塚村,0,0,0
宮崎県,西米良村,0,0,0
鹿児島県,鹿児島市,8,72,63
鹿児島県,霧島市,0,1,13
鹿児島県,鹿屋市,0,1,12
鹿児島県,薩摩川内市,0,1,8
鹿児島県,姶良市,1,10,8
鹿児島県,出水市,0,1,4
鹿児島県,日置市,0,1,3
鹿児島県,奄美市,3,28,7
鹿児島県,指宿市,0,1,3
鹿児島県,曽於市,0,0,3
鹿児島県,南九州市,0,0,3
鹿児島県,南さつま市,0,0,3
鹿児島県,志布志市,1,9,3
鹿児島県,いちき串木野市,0,0,1
鹿児島県,伊佐市,0,0,1
鹿児島県,さつま町,0,0,1
鹿児島県,枕崎市,1,9,3
鹿児島県,阿久根市,0,0,1
鹿児島県,西之表市,0,0,1
鹿児島県,肝付町,0,0,1
鹿児島県,垂水市,0,0,1
鹿児島県,大崎町,0,0,1
鹿児島県,屋久島町,1,9,3
鹿児島県,徳之島町,0,0,0
鹿児島県,長島町,0,0,0
鹿児島県,湧水町,0,0,0
鹿児島県,瀬戸内町,0,0,0
鹿児島県,中種子町,0,0,0
鹿児島県,錦江町,0,0,0
鹿児島県,南大隅町,0,0,0
鹿児島県,喜界町,0,0,0
鹿児島県,和泊町,0,0,0
鹿児島県,東串良町,0,0,0
鹿児島県,伊仙町,0,0,0
鹿児島県,知名町,0,0,0
鹿児島県,天城町,0,0,0
鹿児島県,龍郷町,0,0,0
鹿児島県,南種子町,0,0,0
鹿児島県,与論町,0,0,0
鹿児島県,宇検村,0,0,0
鹿児島県,大和村,0,0,0
鹿児島県,十島村,0,0,0
鹿児島県,三島村,1,9,1
沖縄県,那覇市,35,351,222
沖縄県,沖縄市,13,111,78
沖縄県,うるま市,2,21,70
沖縄県,浦添市,11,109,77
沖縄県,宜野湾市,4,42,60
沖縄県,名護市,2,14,36
沖縄県,豊見城市,0,0,34
沖縄県,糸満市,0,0,31
沖縄県,宮古島市,3,25,33
沖縄県,石垣市,4,42,31
沖縄県,南城市,0,0,23
沖縄県,読谷村,2,14,25
沖縄県,南風原町,1,4,24
沖縄県,西原町,4,29,25
沖縄県,八重瀬町,0,0,16
沖縄県,北谷町,2,14,19
沖縄県,中城村,0,0,12
沖縄県,与那原町,0,0,10
沖縄県,北中城村,0,0,9
沖縄県,嘉手納町,0,0,6
沖縄県,本部町,1,4,7
沖縄県,金武町,1,10,7
沖縄県,恩納村,6,63,15
沖縄県,今帰仁村,1,10,6
沖縄県,久米島町,0,0,3
沖縄県,宜野座村,0,0,3
沖縄県,国頭村,1,10,4
沖縄県,伊江村,0,0,1
沖縄県,竹富町,0,0,1
沖縄県,大宜味村,1,4,2
沖縄県,与那国町,2,21,4
沖縄県,東村,0,0,1
沖縄県,伊是名村,0,0,0
沖縄県,南大東村,0,0,0
沖縄県,伊平屋村,0,0,0
沖縄県,多良間村,0,0,0
沖縄県,座間味村,0,0,0
沖縄県,粟国村,0,0,0
沖縄県,渡嘉敷村,0,0,0
沖縄県,北大東村,0,0,0
沖縄県,渡名喜村,0,0,0
